BehaviorSpace results (NetLogo 6.2.0),,,,,,,,,,
code (4).nlogo,,,,,,,,,,
masks2,,,,,,,,,,
01/29/2021 13:41:21:650 +0100,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,
-16,16,-16,16,,,,,,,
[run number],distancing?,percent-wearing-masks,threshold-attendance,numberOfPeople,spread-decease?,probability-spreading,max-patience,r-distance,[step],"count people with [status = ""infected""]"
4,TRUE,50,6,121,TRUE,0.5,100,1.5,79,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,76,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,87,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,80,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,88,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,85,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,81,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,82,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,86,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,89,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,82,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,90,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,83,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,77,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,91,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,78,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,87,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,92,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,79,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,84,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,85,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,88,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,86,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,83,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,93,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,89,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,80,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,94,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,87,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,84,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,88,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,95,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,90,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,89,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,96,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,91,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,81,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,90,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,85,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,82,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,91,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,92,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,86,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,83,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,97,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,87,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,93,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,98,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,92,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,99,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,93,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,88,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,94,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,84,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,94,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,89,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,85,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,100,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,95,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,90,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,96,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,101,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,97,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,95,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,102,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,86,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,98,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,96,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,103,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,104,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,91,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,87,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,99,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,97,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,105,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,88,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,98,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,92,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,100,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,106,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,107,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,99,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,93,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,101,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,102,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,100,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,103,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,94,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,89,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,95,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,90,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,108,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,101,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,96,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,102,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,109,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,91,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,97,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,110,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,92,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,104,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,111,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,93,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,98,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,105,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,112,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,94,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,99,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,106,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,113,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,95,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,114,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,107,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,96,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,108,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,115,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,116,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,100,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,109,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,103,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,117,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,97,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,110,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,101,3
7,TRUE,100,6,121,TRUE,0.5,100,1.5,118,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,119,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,98,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,111,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,104,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,102,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,112,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,99,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,105,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,103,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,113,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,100,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,106,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,104,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,114,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,101,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,107,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,105,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,102,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,106,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,108,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,120,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,103,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,107,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,115,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,109,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,104,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,121,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,116,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,108,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,105,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,110,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,117,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,109,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,106,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,118,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,122,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,107,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,110,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,119,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,123,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,120,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,121,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,111,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,122,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,124,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,111,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,123,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,112,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,112,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,108,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,125,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,124,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,109,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,113,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,110,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,113,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,114,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,111,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,126,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,114,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,125,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,112,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,115,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,113,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,116,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,115,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,127,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,126,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,114,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,116,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,128,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,115,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,117,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,117,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,116,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,118,3
7,TRUE,100,6,121,TRUE,0.5,100,1.5,129,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,117,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,127,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,119,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,118,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,128,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,118,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,120,3
7,TRUE,100,6,121,TRUE,0.5,100,1.5,130,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,129,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,119,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,130,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,119,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,131,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,131,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,120,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,132,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,121,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,132,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,133,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,121,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,133,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,122,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,134,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,122,3
7,TRUE,100,6,121,TRUE,0.5,100,1.5,134,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,120,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,135,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,123,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,135,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,136,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,121,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,123,3
7,TRUE,100,6,121,TRUE,0.5,100,1.5,136,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,137,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,124,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,122,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,124,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,138,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,137,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,139,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,125,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,123,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,125,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,126,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,124,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,126,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,127,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,127,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,125,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,140,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,141,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,128,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,126,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,138,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,142,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,127,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,129,3
7,TRUE,100,6,121,TRUE,0.5,100,1.5,139,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,143,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,128,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,144,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,128,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,140,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,130,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,129,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,145,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,129,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,141,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,131,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,146,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,142,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,130,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,132,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,147,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,143,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,131,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,133,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,148,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,144,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,132,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,134,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,149,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,145,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,130,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,133,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,135,3
7,TRUE,100,6,121,TRUE,0.5,100,1.5,146,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,150,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,134,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,131,3
4,TRUE,50,6,121,TRUE,0.5,100,1.5,136,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,151,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,135,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,152,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,137,3
6,TRUE,50,6,121,TRUE,0.5,100,1.5,132,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,153,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,138,4
6,TRUE,50,6,121,TRUE,0.5,100,1.5,133,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,154,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,136,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,139,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,155,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,147,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,134,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,137,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,140,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,156,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,148,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,157,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,141,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,138,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,135,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,158,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,149,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,142,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,139,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,159,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,150,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,143,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,160,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,140,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,151,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,144,4
6,TRUE,50,6,121,TRUE,0.5,100,1.5,136,3
5,TRUE,50,6,121,TRUE,0.5,100,1.5,141,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,161,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,145,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,162,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,142,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,152,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,146,4
6,TRUE,50,6,121,TRUE,0.5,100,1.5,137,3
8,TRUE,100,6,121,TRUE,0.5,100,1.5,163,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,153,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,138,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,164,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,147,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,143,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,165,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,148,4
7,TRUE,100,6,121,TRUE,0.5,100,1.5,154,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,144,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,166,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,149,4
7,TRUE,100,6,121,TRUE,0.5,100,1.5,155,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,167,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,150,4
7,TRUE,100,6,121,TRUE,0.5,100,1.5,156,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,151,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,168,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,139,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,145,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,169,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,152,4
7,TRUE,100,6,121,TRUE,0.5,100,1.5,157,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,170,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,153,4
7,TRUE,100,6,121,TRUE,0.5,100,1.5,158,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,154,4
7,TRUE,100,6,121,TRUE,0.5,100,1.5,159,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,140,5
8,TRUE,100,6,121,TRUE,0.5,100,1.5,171,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,155,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,172,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,141,7
4,TRUE,50,6,121,TRUE,0.5,100,1.5,156,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,146,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,173,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,142,9
7,TRUE,100,6,121,TRUE,0.5,100,1.5,160,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,143,11
5,TRUE,50,6,121,TRUE,0.5,100,1.5,147,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,174,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,157,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,175,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,148,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,158,4
6,TRUE,50,6,121,TRUE,0.5,100,1.5,144,11
8,TRUE,100,6,121,TRUE,0.5,100,1.5,176,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,159,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,149,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,177,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,145,11
4,TRUE,50,6,121,TRUE,0.5,100,1.5,160,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,150,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,178,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,161,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,179,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,151,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,146,11
4,TRUE,50,6,121,TRUE,0.5,100,1.5,162,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,180,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,152,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,147,11
4,TRUE,50,6,121,TRUE,0.5,100,1.5,163,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,153,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,148,11
8,TRUE,100,6,121,TRUE,0.5,100,1.5,181,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,154,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,182,2
5,TRUE,50,6,121,TRUE,0.5,100,1.5,155,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,164,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,183,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,165,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,156,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,161,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,184,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,149,11
5,TRUE,50,6,121,TRUE,0.5,100,1.5,157,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,162,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,185,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,166,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,158,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,163,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,186,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,167,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,159,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,187,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,164,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,168,4
8,TRUE,100,6,121,TRUE,0.5,100,1.5,188,2
6,TRUE,50,6,121,TRUE,0.5,100,1.5,150,12
5,TRUE,50,6,121,TRUE,0.5,100,1.5,160,2
7,TRUE,100,6,121,TRUE,0.5,100,1.5,165,2
8,TRUE,100,6,121,TRUE,0.5,100,1.5,189,2
4,TRUE,50,6,121,TRUE,0.5,100,1.5,169,4
5,TRUE,50,6,121,TRUE,0.5,100,1.5,161,2
